store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,url_key,thumbnail,gift_message_available,url_path,custom_design,options_container,image_label,small_image_label,thumbnail_label,page_layout,msrp_enabled,msrp_display_actual_price_type,product_static_block,ingredients,retail_price,suitable_for,targeted_age,website,ss_product_id,status,visibility,is_recurring,product_survey_set,custom_review_set,review_result_set,sample_size_set,free_delivery,sample_set_nculdes,product_size,targeted_gender,price,cost,special_price,msrp,description,meta_keyword,short_description,custom_layout_update,where_to_buy,special_from_date,special_to_date,custom_design_from,custom_design_to,news_from_date,news_to_date,expiry_date,launched_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,"131,043",SAM000142,0,small picture hanging strips,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,-,3,"Smooth, clean walls and surface.",25-45,http://www.command.com.sg,2820,Enabled,"Catalog, Search",No,,,,,No,1 x 2 sets of Small Picture Hanging Strips,2-days supply,U,0.0000,0.0000,0.0000,,,,,,"Home Fix, NTUC, Giant, Cold Storage, Self-Fix",,,,,,,"Apr 9, 2015","Apr 9, 2014 12:00 AM",140,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,small picture hanging strips,0,simple,,
admin,base,Default,simple,"131,043",SAM000143,0,blink n clean,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Purified water, sodium chloride, preserved with polyhexamethylene biguanide 0.0001%, tromethamine as an emulsifier and buffer, hydroxypropyl methylcellulose as a lubricant, tyloxapol as a surfactant, and edetate disodium as a chelating agent. This preparation contains no chlorhexidine, no thimerosal",8/15ml,Contact Lens User,All,http://www.amo-inc.com,2668,Enabled,"Catalog, Search",No,,,,,No,3 Travel Size bottle of Blink-N-Clean Lens Drops,3-Weeks Supply,U,0.0000,0.0000,0.0000,,,,,,Leading Optical shops and pharmacies,,,,,,,"Feb 10, 2014","Dec 6, 2013 12:00 AM",4,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,blink n clean,0,simple,,
admin,base,Default,simple,"131,043",SAM000144,0,moisture veil lx,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,717,Enabled,"Catalog, Search",No,,,,,No,1 Covermark Moisture Veil LX Sample Shade: MO 20<BR>1 Covermark Moisture Veil LX Sample Shade: MN 30,None,,0.0000,0.0000,0.0000,,,,,,http://www.fr3b.com/covermarkLXpreorder.php,,,,,,,"May 2, 2012","Mar 15, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,moisture veil lx,0,simple,,
admin,base,Default,simple,"131,043",SAM000145,0,natural aqua gel,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, Glycerin, Crosspolymer (Acrylares/C-10-30 Alky Acrylate), Dicocodimonium Chloride.Steartrimonium bromide, Aloe barbadensis leaf extract, ginko biloba extract, rosmarinus officinalis (Rosemary) leaf extract, Butylene glycol. ",49,All Skin Types,All,https://www.facebook.com/watsons.sg,1016,Enabled,"Catalog, Search",No,,,,,No,1 Sachet of CURE Natural Aqua Gel & Product brochure,1-day supply,F,0.0000,0.0000,0.0000,,,,,,Watsons,,,,,,,"Sep 28, 2015","Jan 22, 2014 12:00 AM",6395,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,natural aqua gel,0,simple,,
admin,base,Default,simple,"131,043",SAM000146,0,whitening & wrinkle repair bb cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,NIL,89.00/50ml,All Skin Types,All,http://dioneinternational.com.sg/,1289,Enabled,"Catalog, Search",No,,,,,No,3 Days Supply of Whitening & Wrinkle Repair BB Cream,3-days supply,F,0.0000,0.0000,0.0000,,,,,,NTUC LivingPharmacies and Unity (Marine Parade) ,,,,,,,"Sep 25, 2014","Aug 1, 2013 12:00 AM",2,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,whitening & wrinkle repair bb cream,0,simple,,
admin,base,Default,simple,"131,043",SAM000147,0,pure whitening cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,NIL,89.00/50ml,Sensitive & Dry skin,All,http://cuskin.com,2442,Enabled,"Catalog, Search",No,,,,,No,1 Week Supply of Pure Whitening Cream,1-Week Supply,F,0.0000,0.0000,0.0000,,,,,,NTUC LivingPharmacies and Unity (Marine Parade) ,,,,,,,"Dec 16, 2014","Dec 16, 2013 12:00 AM",2,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,pure whitening cream,0,simple,,
admin,base,Default,simple,"131,043",SAM000148,0,vitalizing shampoo,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Chrysanthemum zawadskii Herbich var ,Ginseng ,Rehmannia glutinosa Liboschitz extract, Thuja orientalis L. leaves, Mugwort extract,Korean honey locust tree berries extract, Eclipta prostrata Linne, Cnidium extract, Acorus calamus Linne water, Uturn Complex , Gleditsia sinensis Lamarck, Polygonum Cuspidatum Root, Cnidium Monnieri Fruit, Prunella-vulgaris, Centella asiatica, Houttuynia cordata Thunberg, rutaceae",$35/500ml,"For those with hairloss problem and also suitable for the whole family use, including children.",All,www.primegrp.asia,2766,Enabled,"Catalog, Search",No,,,,,No,3 sachets,3-days supply,U,0.0000,0.0000,0.0000,,,,,,"Watsons, BHG, Robinsons@Orchard",,,,,,,"Jan 30, 2015","Jan 30, 2014 12:00 AM",376,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,vitalizing shampoo,0,simple,,
admin,base,Default,simple,"131,043",SAM000149,0,vitalizing treatment,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Chrysanthemum zawadskii Herbich var ,Ginseng ,Rehmannia glutinosa Liboschitz extract, Thuja orientalis L. leaves, Mugwort extract,Korean honey locust tree berries extract, Eclipta prostrata Linne, Cnidium extract, Acorus calamus Linne water, Uturn Complex , Gleditsia sinensis Lamarck, Polygonum Cuspidatum Root, Cnidium Monnieri Fruit, Prunella-vulgaris, Centella asiatica, Houttuynia cordata Thunberg, rutaceae, Keratin",$35/500ml,"For those with hairloss problem and also suitable for the  whole family use, including children.",All,www.primegrp.asia,2767,Enabled,"Catalog, Search",No,,,,,No,3 sachets,3-days supply,U,0.0000,0.0000,0.0000,,,,,,"Watsons, BHG, Robinsons@Orchard",,,,,,,"Jan 30, 2015","Jan 30, 2014 12:00 AM",382,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,vitalizing treatment,0,simple,,
admin,base,Default,simple,"131,043",SAM000150,0,all shiny white toothpaste - enamel white,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, Sorbitol, Hydrated silica, Glycerin, Sodium lauryl sulfate, Flavor, PEG-12, Carrageenan, Tetrasodium pyrophosphate, Sodium floride, Sodium saccharin, Cellulose gum, Titanium dioxide (CI 77891), CI (74160)",3.30/160g,"Members seeking for whiter, brighter teeth",All,Nil,2659,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Tube Of All Shiny White Toothpaste - Enamel White ,1-Week Supply,U,0.0000,0.0000,0.0000,,,,,," NTUC FairPrice, Giant, Cold Storage, Sheng Siong, Prime and other leading supermarkets, Watsons, Guardian, Unity and other cosmetic stores.",,,,,,,"Dec 31, 2015","Oct 8, 2013 12:00 AM",3,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,all shiny white toothpaste - enamel white,0,simple,,
admin,base,Default,simple,"131,043",SAM000151,0,nighttime toothpaste,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Eucalyptus, Fennel, Mentha, Catechu, Cinnamon, Commiphora, Glycyrrhiza, Ratanhia, Myrrhis, Sage, Clove, Salvia, Anise, Ginger",,,,,436,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Tube of Dentiste NighttimeToothpaste,None,,0.0000,0.0000,0.0000,,,,,,"Guardian, Watsons, Giant, Cold Storage, Robinsons, John Little, OG, Nishino Pharmacy, NHG Pharmacy, ",,,,,,,"Apr 12, 2012","Feb 24, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,nighttime toothpaste,0,simple,,
admin,base,Default,simple,"131,043",SAM000152,0,plus white nighttime toothpaste,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"14 Natural extracts which are naturally antiseptic and antibacteria,  Xylitol a Natural taste enhancer creating unwelcome environment for bacteria, CDX (Cyclodextrin Complex) Traps up bad breath effectively  ",10,Everyone,All ages,http://www.dentiste-oralcare.com/,2819,Enabled,"Catalog, Search",No,,,,,No,1 travel size Plus White NIghttime toothpaste,2-days supply,U,0.0000,0.0000,0.0000,,,,,,"Watsons, Guardian, SaSa, Nishino, OG, CGH Pharmacy, Mount Alvernia Pharmacy & major retailers",,,,,,,"Apr 7, 2015","Apr 7, 2014 12:00 AM",363,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,plus white nighttime toothpaste,0,simple,,
admin,base,Default,simple,"131,043",SAM000153,0,oil free matte block spf20,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,NIL,Nil,All Skin Types,All,http://www.dermalogica.com.sg/,381,Enabled,"Catalog, Search",No,,,,,No,1 Sachet of  Dermalogica Oil Free Matte Block SPF20,None,M,0.0000,0.0000,0.0000,,,,,,Beauty Salons,,,,,,,"Dec 6, 2011","Sep 4, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,oil free matte block spf20,0,simple,,
admin,base,Default,simple,"131,043",SAM000154,0,tri-active cleanse - chromawhite trx,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,NIL,Nil,All Skin Types,All,http://www.dermalogica.com.sg/,388,Enabled,"Catalog, Search",No,,,,,No,1 Sample Pack of Dermalogica Tri-Active Cleanse - ChromaWhite TRx,None,F,0.0000,0.0000,0.0000,,,,,,Beauty Salons,,,,,,,"Jul 15, 2012","Sep 29, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,tri-active cleanse - chromawhite trx,0,simple,,
admin,base,Default,simple,"131,043",SAM000155,0,c12 concentrate,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,-,-,389,Enabled,"Catalog, Search",No,,,,,No,1 Trial sachet of Dermalogica C12 concentrate,None,F,0.0000,0.0000,0.0000,,,,,,Beauty Salons,,,,,,,0000-00-00,"Sep 29, 2008 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,c12 concentrate,0,simple,,
admin,base,Default,simple,"131,043",SAM000156,0,clean start - smart mouth lip shine,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Vitamin E, Cocoa Seed Butter, Shea Butter, Avocado and Rice Bran",Nil,All Skin Types, Teenagers age 12 -19 ONLY,http://www.dermalogica.com.sg/,607,Enabled,"Catalog, Search",No,,,,,No, 1 Sample Sachet Of Dermalogica Clean Start - Smart Mouth Lip Shine,None,F,0.0000,0.0000,0.0000,,,,,,Leonard Drake Skin Care & Health Spa Centres,,,,,,,"Jul 15, 2012","Oct 15, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,clean start - smart mouth lip shine,0,simple,,
admin,base,Default,simple,"131,043",SAM000157,0,clean start - hit the spot,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,609,Enabled,"Catalog, Search",No,,,,,No,1 Sample Sachet of Dermalogica Clean Start - Hit The Spot,None,F,0.0000,0.0000,0.0000,,,,,,Leonard Drake Skin Care & Health Spa Centres,,,,,,,"Sep 30, 2012","Feb 16, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,clean start - hit the spot,0,simple,,
admin,base,Default,simple,"131,043",SAM000158,0,herb gel cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Mume Fructus, Propolis, Milberry root berry, Ulmi Cortex, Apricot Kernel",,,,,427,Enabled,"Catalog, Search",No,,,,,No,2 Sachets of Herb Gel Cream,None,B,0.0000,0.0000,0.0000,,,,,,CHOI International Pte Ltd,,,,,,,0000-00-00,"Jan 8, 2009 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,herb gel cream,0,simple,,
admin,base,Default,simple,"131,043",SAM000159,0,suncut q10 aqua gel spf 50+,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, ethylhexyl methoxycinnamate, ethanol, isononyl isononanoate, (eicosene / vinylpyrrolidone) copolymer, Penchirengurikoru, poly (methyl methacrylate), titanium oxide, methyl methacrylate crosspolymer, BG, olive oil, tea leaf extract, Porphyra yezoensis extract, hyaluronic acid Na, hydrolyzed collagen, ubiquinone, (acrylic acid Na / acryloyldimethyltaurate Na) copolymer, (acryloyldimethyltaurate ammonium / VP) copolymer, (acrylates / acrylic acid alkyl (C10-30)) Crosspolymer, iso hexadecane, Toriechiruhekisanoin, stearic acid Al, poly hydroxy stearic acid, alumina, silica, bisethylhexyloxyphenol methoxyphenyl triazine, diethylamino hydroxybenzoyl hexyl benzoate, ethylhexyl triazone, ethylhexyl glycerin, phenoxyethanol, EDTA-2Na, Na hydroxide , t-butanol",$26.90,All skin types,16 and above,http://www.facebook.com/watsons.sg,2844,Enabled,"Catalog, Search",No,,,,,Yes,1 x sachet of Suncut Q10 Aqua Gel SPF 50+ ,1-day supply,F,0.0000,0.0000,0.0000,,,,,,Watsons ,,,,,,,"May 30, 2015","May 12, 2014 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,suncut q10 aqua gel spf 50+,0,simple,,
admin,base,Default,simple,"131,043",SAM000160,0,pqq up gel ,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, glycerin, butylene glycol, pentylene glycol, PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether, Phenoxyethanol, Albizia Julibrissin Bark Extract, Dipotassium Glycrrhizate, Sodium Citrate, C12-13 Alkyl Glyceryl Hydrolyzed, Alpha-Glucan, Citric Acid, Hydroxypropyl Cyclodextrin, Glucosyl Ceramide, Disodium Pyrroloquinolinedione Tricarboxylate, Palmitoyl Tripeptide-5, Palmitoyl Tripeptide-38 ",$59.00,All skin types,20 and above ,http://www.facebook.com/watsons.sg,2845,Enabled,"Catalog, Search",No,,,,,Yes,1 x sachet of PQQ Up Gel ,1-day supply,F,0.0000,0.0000,0.0000,,,,,,Watsons ,,,,,,,"May 30, 2015","May 12, 2014 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,pqq up gel ,0,simple,,
admin,base,Default,simple,"131,043",SAM000161,0,only the brave,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,59.00,All,All,http://www.diesel-parfums.com,507,Enabled,"Catalog, Search",No,,,,,No,2 Diesel Only The Brave fragrance vial,2-days supply,M,0.0000,0.0000,0.0000,,,,,,"All leading departmental stores (BHG Bugis, Isetan Scotts, Metro Paragon, Robinsons Centrepoint & Ra",,,,,,,"Oct 14, 2011","Aug 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,only the brave,0,simple,,
admin,base,Default,simple,"131,043",SAM000162,0,fuel for life unlimited,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,http://www.diesel-parfums.com,508,Enabled,"Catalog, Search",No,,,,,No,1 Diesel Fuel for Life Unlimited fragrance vial 1.5ml  ,None,F,0.0000,0.0000,0.0000,,,,,,"All leading departmental stores (BHG Bugis, Isetan Scotts, Metro Paragon, Robinsons Centrepoint & Ra",,,,,,,"Mar 14, 2012","Aug 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,fuel for life unlimited,0,simple,,
admin,base,Default,simple,"131,043",SAM000163,0,black label bb spf25/pa+++ (50ml) ,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Arbutin, Chamomail Extract, Adenosin,  Titanium Dioxide, Allantoin, Collagen",Nil,Dry & Dehydrated Skin,All,http://www.beauty-bestbuys.com/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=38&category_id=1&option=com_virtuemart&Itemid=57&vmcchk=1&Itemid=57,2013,Enabled,"Catalog, Search",No,,,,,No,2 Sachets of Black Label Detox Healing BB Cream <br> Updated on 5 Oct 2010,None,U,0.0000,0.0000,0.0000,,,,,,watsons,,,,,,,"Sep 22, 2011","Aug 10, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,black label bb spf25/pa+++ (50ml) ,0,simple,,
admin,base,Default,simple,"131,043",SAM000164,0,acne-x spot out ,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Selemix AN, Camphor, Rhus semialatu extract, Aloe vera extract, Beta-Glucan",Nil,All Skin Types,All,http://www.beauty-bestbuys.com/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=53&category_id=2&keyword=acne+x&option=com_virtuemart&Itemid=57,2015,Enabled,"Catalog, Search",No,,,,,No,1 Sample Pack of Dr Jart ACNE-X Spot Out,None,F,0.0000,0.0000,0.0000,,,,,,watsons,,,,,,,"Sep 22, 2011","Aug 10, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,acne-x spot out ,0,simple,,
admin,base,Default,simple,"131,043",SAM000165,0,rejuvenating blemish base (silver label) spf 35/pa++ (50ml),,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Albutin, Pore Purifying Complex, Hyaluronic Acid, Coenzyme Q10, Centella asiatica extract",Nil,All Skin Types,All,Nil,2011,Enabled,"Catalog, Search",No,,,,,No,1 Sample Pack of Rejuvenating Blemish Base (Silver Label) SPF 35/PA++ (50ml),None,F,0.0000,0.0000,0.0000,,,,,,"thesamplestore.sg, watsons",,,,,,,"Sep 22, 2012","Mar 25, 2011 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,rejuvenating blemish base (silver label) spf 35/pa++ (50ml),0,simple,,
admin,base,Default,simple,"131,043",SAM000166,0,pore-x recover pre-base,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,NIL,35.00/30ml,All Skin Types,All,http://www.beauty-bestbuys.com,2017,Enabled,"Catalog, Search",No,,,,,No,5 Days Supply of Pore-X Recover Pre-Base,5-days supply,F,0.0000,0.0000,0.0000,,,,,,watsons,,,,,,,"Dec 31, 2014","Mar 6, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,pore-x recover pre-base,0,simple,,
admin,base,Default,simple,"131,043",SAM000167,0,extra hydrating lotion with aqua collagen,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,668,Enabled,"Catalog, Search",No,,,,,No,2 Sample Packs Of DR. WU Extra Hydrating Lotion With Aqua-Collagen,None,,0.0000,0.0000,0.0000,,,,,,"Selected Watsons, Guardian & all OG stores",,,,,,,"Jun 11, 2011","Jan 22, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,extra hydrating lotion with aqua collagen,0,simple,,
admin,base,Default,simple,"131,043",SAM000168,0,natural nutritive cream (50ml),,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, Houttuynia cordata Extract, Gingko biloba leaf extract, Sesame seed extract, Padina pavonica thallus extract, Artemisia vulgaris  extract, Rosemary leaf extract, Aloe Leaf extract, Glycerin, Isopropyl mirystate, Collagen, Cyclometicone, Arbutin, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Cetyl Alcohol, Stearic Acid, Caprylic/Capric Triglyceride, Polysorbate 60, Grylceryl stearate, Tocopheryl Acetate, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, snea Barbata(Lichen) Extract, Ubiquinone, Alpha-bisabolol, Willow Bark extract, Agaricus Bisporus mushroom Extract, Rhododendron brachycarpum Extract, Saxifraga stolonifera Extract, Oatmeal, Rice Bran, Scualane, Sorbitan Sesquiolate, Jojoba Seed Oil, Allantoin, Dimethicone, Carbomer, Phantenol, Olive Oil, PEG/PPG-28/10 Acetate Dimethicone, Sodium Dicarbonate, Elastine, Natural Fragrance, Adenosin, Disodium Ethylenediaminetetraacetate",Nil,All Skin Types,All,Nil,2465,Enabled,"Catalog, Search",No,,,,,No,1 miniature of Ecobeau Natural Nutritive Cream,None,U,0.0000,0.0000,0.0000,,,,,,Nil,,,,,,,"Jan 1, 2012","Feb 18, 2011 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,natural nutritive cream (50ml),0,simple,,
admin,base,Default,simple,"131,043",SAM000169,0,always triple bb miniature,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Royal Jelly Extract, caviar Extract, Rose hip Extract, acerola Extract, mulberry Extract, Portulaca Extract, Vitamin E",17.00/15ml,All Skin Types,All,http://www.secretive.sg,1050,Enabled,"Catalog, Search",No,,,,,No,3 Days Supply of Always Triple BB Miniature,3-days supply,F,0.0000,0.0000,0.0000,,,,,,johnlittle,,,,,,,"Sep 22, 2013","Aug 1, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,always triple bb miniature,0,simple,,
admin,base,Default,simple,"131,043",SAM000170,0,always nuddy bb cream 24 miniature (15ml),,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Sanghwang mushroom extracts, chamomile, portulas oleracea extracts, allantoin, mori cortex radicis extracts, sodium hyaluroni acid, peach extracts, and scrophularia buergeriana extracts. ",Nil,All Skin Types,All,Nil,1051,Enabled,"Catalog, Search",No,,,,,No,2 Sachets of Elisha Coy Always Nuddy BB cream 24 <br> 1 Product brochure,None,F,0.0000,0.0000,0.0000,,,,,,johnlittle,,,,,,,"Sep 22, 2011","Sep 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,always nuddy bb cream 24 miniature (15ml),0,simple,,
admin,base,Default,simple,"131,043",SAM000171,0,wrinkle out perfect line cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"5 patented materials to enhance resilience: geranium, salad burnet, Catechu, lotus and cinnamon bark",18.00/20g,Dry Skin,Age 20 & above,http://www.secretive.sg,497,Enabled,"Catalog, Search",No,,,,,No,1 Week Supply of Wrinkle Out Perfect Line Cream,1-Week Supply,F,0.0000,0.0000,0.0000,,,,,,,,,,,,,"Dec 31, 2014","Aug 23, 2013 12:00 AM",-4,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,wrinkle out perfect line cream,0,simple,,
admin,base,Default,simple,"131,043",SAM000172,0,ice herb whitening water drop,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Arbutin, seaweeds extracts, cortex mori extracts, sodium hyaluroni acid, mori cortex radicis extracts. portulas oleracea extracts, betaine, tomato extracts, lemon, carrot extracts, black germinated brown rice extracts, ",18.00/20g,All Skin Types,All,http://www.secretive.sg,2374,Enabled,"Catalog, Search",No,,,,,No,1 Week Supply of Ice Herb Whitening Water Drop,1-Week Supply,F,0.0000,0.0000,0.0000,,,,,,johnlittle,,,,,,,"Nov 24, 2014","Aug 1, 2013 12:00 AM",6,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,ice herb whitening water drop,0,simple,,
admin,base,Default,simple,"131,043",SAM000173,0,water drop sun cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Deep water, Lavender Extract, Aloe vera leaf juice, Matricaria Flower Extract, Eucalyptus trees leaf Extract, persimmon tree leaf Extract, mulberry Extract, root of an arrowroot Extract, Green tea Extract, Mother chrysanthemum Extract, mugwort Extract, Cinnamon Extract",16.00/15ml,All Skin Types,All,http://www.secretive.sg,1049,Enabled,"Catalog, Search",No,,,,,No,1 Week Supply of Water Drop Sun Cream,1-Week Supply,F,0.0000,0.0000,0.0000,,,,,,johnlittle,,,,,,,"Dec 31, 2014","Aug 25, 2013 12:00 AM",1,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,water drop sun cream,0,simple,,
